sample	contig	length
SRR9696284	k99_11511 	 1202
SRR9696284	k99_10168 	 1200
SRR9696284	k99_16515 	 1192
SRR9696284	k99_21955 	 1186
SRR9696284	k99_18774 	 1171
SRR9696284	k99_21250 	 1166
SRR9696284	k99_5170 	 1165
SRR9696284	k99_2458 	 1164
SRR9696284	k99_19313 	 1163
SRR9696284	k99_15087 	 1159
SRR9696284	k99_19501 	 1149
SRR9696284	k99_15212 	 1133
SRR9696284	k99_6482 	 1130
SRR9696284	k99_12730 	 1128
SRR9696284	k99_1046 	 1124
SRR9696284	k99_2666 	 1121
SRR9696284	k99_14335 	 1109
SRR9696284	k99_18857 	 1098
SRR9696284	k99_15454 	 1095
SRR9696284	k99_19667 	 1094
SRR9696284	k99_7007 	 1090
SRR9696284	k99_598 	 1087
SRR9696284	k99_1670 	 1085
SRR9696284	k99_18787 	 1073
SRR9696284	k99_9118 	 1068
SRR9696284	k99_12780 	 1052
SRR9696284	k99_9297 	 1038
SRR9696284	k99_2952 	 1036
SRR9696284	k99_13296 	 1033
SRR9696284	k99_13933 	 1031
SRR9696284	k99_20713 	 1026
SRR9696284	k99_18619 	 1026
SRR9696284	k99_23227 	 1024
SRR9696284	k99_14262 	 1022
SRR9696284	k99_19354 	 1012
SRR9696284	k99_14016 	 1012
SRR9696284	k99_10645 	 1010
SRR9696284	k99_13692 	 1008
SRR9696284	k99_8243 	 1008
SRR9696284	k99_10206 	 1007
SRR9696284	k99_376 	 1006
SRR9696284	k99_4372 	 1000
SRR9696284	k99_21481 	 1000
SRR9696284	k99_17564 	 998
SRR9696284	k99_18544 	 997
SRR9696284	k99_20972 	 993
SRR9696284	k99_18726 	 991
SRR9696284	k99_22081 	 991
SRR9696284	k99_6914 	 990
SRR9696284	k99_17706 	 988
SRR9696284	k99_12729 	 987
SRR9696284	k99_14770 	 976
SRR9696284	k99_12759 	 974
SRR9696284	k99_8908 	 973
SRR9696284	k99_3441 	 973
SRR9696284	k99_559 	 972
SRR9696284	k99_18923 	 970
SRR9696284	k99_4116 	 968
SRR9696284	k99_7414 	 968
SRR9696284	k99_4315 	 967
SRR9696284	k99_11226 	 961
SRR9696284	k99_18999 	 960
SRR9696284	k99_625 	 960
SRR9696284	k99_3593 	 960
SRR9696284	k99_23097 	 959
SRR9696284	k99_16275 	 956
SRR9696284	k99_14330 	 954
SRR9696284	k99_15345 	 952
SRR9696284	k99_21048 	 950
SRR9696284	k99_17254 	 947
SRR9696284	k99_15399 	 946
SRR9696284	k99_18213 	 945
SRR9696284	k99_12563 	 944
SRR9696284	k99_7597 	 944
SRR9696284	k99_8700 	 937
SRR9696284	k99_758 	 937
SRR9696284	k99_10718 	 937
SRR9696284	k99_13756 	 935
SRR9696284	k99_8351 	 924
SRR9696284	k99_19822 	 920
SRR9696284	k99_15476 	 917
SRR9696284	k99_12108 	 915
SRR9696284	k99_19356 	 915
SRR9696284	k99_967 	 913
SRR9696284	k99_17466 	 913
SRR9696284	k99_14326 	 913
SRR9696284	k99_4194 	 909
SRR9696284	k99_8318 	 909
SRR9696284	k99_8728 	 907
SRR9696284	k99_11188 	 907
SRR9696284	k99_4436 	 905
SRR9696284	k99_450 	 900
SRR9696284	k99_5734 	 896
SRR9696284	k99_3353 	 896
SRR9696284	k99_12559 	 895
SRR9696284	k99_5841 	 894
SRR9696284	k99_5267 	 892
SRR9696284	k99_12299 	 890
SRR9696284	k99_4407 	 889
SRR9696284	k99_6114 	 888
SRR9696284	k99_8879 	 885
SRR9696284	k99_22851 	 883
SRR9696284	k99_5664 	 880
SRR9696284	k99_20361 	 880
SRR9696284	k99_7076 	 878
SRR9696284	k99_2100 	 877
SRR9696284	k99_22892 	 877
SRR9696284	k99_16628 	 877
SRR9696284	k99_22529 	 876
SRR9696284	k99_2175 	 875
SRR9696284	k99_3840 	 874
SRR9696284	k99_9029 	 874
SRR9696284	k99_14654 	 872
SRR9696284	k99_15071 	 870
SRR9696284	k99_12814 	 865
SRR9696284	k99_20603 	 864
SRR9696284	k99_21983 	 863
SRR9696284	k99_10712 	 862
SRR9696284	k99_23208 	 859
SRR9696284	k99_2120 	 859
SRR9696284	k99_1959 	 856
SRR9696284	k99_1867 	 856
SRR9696284	k99_18225 	 856
SRR9696284	k99_8943 	 855
SRR9696284	k99_19266 	 853
SRR9696284	k99_19861 	 851
SRR9696284	k99_19326 	 850
SRR9696284	k99_14928 	 848
SRR9696284	k99_4881 	 848
SRR9696284	k99_15977 	 848
SRR9696284	k99_15092 	 846
SRR9696284	k99_1270 	 845
SRR9696284	k99_17064 	 844
SRR9696284	k99_10073 	 842
SRR9696284	k99_17715 	 841
SRR9696284	k99_13951 	 836
SRR9696284	k99_5918 	 835
SRR9696284	k99_14003 	 835
SRR9696284	k99_11050 	 835
SRR9696284	k99_20394 	 834
SRR9696284	k99_19327 	 834
SRR9696284	k99_9507 	 832
SRR9696284	k99_17972 	 830
SRR9696284	k99_19510 	 829
SRR9696284	k99_8253 	 828
SRR9696284	k99_21828 	 827
SRR9696284	k99_20078 	 826
SRR9696284	k99_17338 	 826
SRR9696284	k99_8026 	 824
SRR9696284	k99_18439 	 822
SRR9696284	k99_5205 	 822
SRR9696284	k99_14364 	 821
SRR9696284	k99_19291 	 819
SRR9696284	k99_14404 	 819
SRR9696284	k99_22168 	 818
SRR9696284	k99_17945 	 817
SRR9696284	k99_14669 	 816
SRR9696284	k99_2371 	 814
SRR9696284	k99_4425 	 813
SRR9696284	k99_2099 	 811
SRR9696284	k99_19715 	 809
SRR9696284	k99_11895 	 809
SRR9696284	k99_15368 	 809
SRR9696284	k99_14140 	 808
SRR9696284	k99_8933 	 807
SRR9696284	k99_4848 	 806
SRR9696284	k99_7410 	 805
SRR9696284	k99_2126 	 805
SRR9696284	k99_12414 	 803
SRR9696284	k99_679 	 801
SRR9696284	k99_4924 	 799
SRR9696284	k99_5068 	 793
SRR9696284	k99_6935 	 791
SRR9696284	k99_18459 	 791
SRR9696284	k99_2604 	 791
SRR9696284	k99_1777 	 791
SRR9696284	k99_20079 	 790
SRR9696284	k99_4506 	 789
SRR9696284	k99_15861 	 789
SRR9696284	k99_22057 	 787
SRR9696284	k99_17697 	 786
SRR9696284	k99_12931 	 786
SRR9696284	k99_7568 	 785
SRR9696284	k99_10033 	 784
SRR9696284	k99_9314 	 783
SRR9696284	k99_6768 	 783
SRR9696284	k99_13733 	 782
SRR9696284	k99_3864 	 780
SRR9696284	k99_13101 	 779
SRR9696284	k99_20854 	 779
SRR9696284	k99_22205 	 778
SRR9696284	k99_8321 	 776
SRR9696284	k99_12750 	 776
SRR9696284	k99_15817 	 774
SRR9696284	k99_2706 	 774
SRR9696284	k99_12041 	 773
SRR9696284	k99_21678 	 771
SRR9696284	k99_3373 	 771
SRR9696284	k99_8513 	 770
SRR9696284	k99_22203 	 770
SRR9696284	k99_10770 	 769
SRR9696284	k99_22185 	 767
SRR9696284	k99_15873 	 764
SRR9696284	k99_13694 	 764
SRR9696284	k99_19616 	 761
SRR9696284	k99_21582 	 761
SRR9696284	k99_3981 	 759
SRR9696284	k99_5963 	 759
SRR9696284	k99_4645 	 759
SRR9696284	k99_21180 	 758
SRR9696284	k99_1016 	 758
SRR9696284	k99_18391 	 758
SRR9696284	k99_14725 	 757
SRR9696284	k99_12825 	 757
SRR9696284	k99_21008 	 753
SRR9696284	k99_1262 	 753
SRR9696284	k99_9414 	 753
SRR9696284	k99_18968 	 752
SRR9696284	k99_3376 	 750
SRR9696284	k99_17888 	 750
SRR9696284	k99_6317 	 749
SRR9696284	k99_9494 	 749
SRR9696284	k99_2957 	 748
SRR9696284	k99_2202 	 747
SRR9696284	k99_7469 	 746
SRR9696284	k99_11838 	 746
SRR9696284	k99_12412 	 745
SRR9696284	k99_16543 	 745
SRR9696284	k99_17534 	 744
SRR9696284	k99_5449 	 743
SRR9696284	k99_13707 	 743
SRR9696284	k99_19722 	 741
SRR9696284	k99_6481 	 740
SRR9696284	k99_12042 	 739
SRR9696284	k99_14966 	 738
SRR9696284	k99_7245 	 738
SRR9696284	k99_21115 	 738
SRR9696284	k99_17397 	 738
SRR9696284	k99_12997 	 738
SRR9696284	k99_3510 	 737
SRR9696284	k99_19890 	 736
SRR9696284	k99_4237 	 736
SRR9696284	k99_2369 	 735
SRR9696284	k99_7804 	 735
SRR9696284	k99_1567 	 733
SRR9696284	k99_15860 	 733
SRR9696284	k99_3458 	 733
SRR9696284	k99_6888 	 733
SRR9696284	k99_13409 	 731
SRR9696284	k99_3882 	 731
SRR9696284	k99_3804 	 731
SRR9696284	k99_12711 	 730
SRR9696284	k99_13540 	 729
SRR9696284	k99_7026 	 729
SRR9696284	k99_8198 	 727
SRR9696284	k99_21791 	 726
SRR9696284	k99_14503 	 726
SRR9696284	k99_9598 	 725
SRR9696284	k99_15048 	 725
SRR9696284	k99_12347 	 723
SRR9696284	k99_22342 	 723
SRR9696284	k99_15128 	 722
SRR9696284	k99_1692 	 722
SRR9696284	k99_22382 	 722
SRR9696284	k99_22642 	 720
SRR9696284	k99_22687 	 720
SRR9696284	k99_20291 	 719
SRR9696284	k99_2414 	 719
SRR9696284	k99_7110 	 719
SRR9696284	k99_4296 	 719
SRR9696284	k99_8394 	 718
SRR9696284	k99_17792 	 718
SRR9696284	k99_18254 	 718
SRR9696284	k99_1759 	 717
SRR9696284	k99_14525 	 717
SRR9696284	k99_3089 	 716
SRR9696284	k99_15558 	 716
SRR9696284	k99_1683 	 715
SRR9696284	k99_14652 	 715
SRR9696284	k99_2326 	 715
SRR9696284	k99_12020 	 715
SRR9696284	k99_14135 	 715
SRR9696284	k99_3805 	 714
SRR9696284	k99_2291 	 713
SRR9696284	k99_12600 	 712
SRR9696284	k99_16907 	 711
SRR9696284	k99_3372 	 709
SRR9696284	k99_9625 	 707
SRR9696284	k99_21699 	 706
SRR9696284	k99_15657 	 705
SRR9696284	k99_6994 	 703
SRR9696284	k99_10789 	 703
SRR9696284	k99_9993 	 701
SRR9696284	k99_14692 	 701
SRR9696284	k99_1037 	 701
SRR9696284	k99_8011 	 701
SRR9696284	k99_11983 	 701
SRR9696284	k99_14722 	 701
SRR9696284	k99_11675 	 699
SRR9696284	k99_19256 	 698
SRR9696284	k99_20269 	 698
SRR9696284	k99_17591 	 698
SRR9696284	k99_7779 	 698
SRR9696284	k99_14089 	 697
SRR9696284	k99_17098 	 697
SRR9696284	k99_2609 	 697
SRR9696284	k99_18405 	 696
SRR9696284	k99_14502 	 696
SRR9696284	k99_5607 	 695
SRR9696284	k99_4959 	 695
SRR9696284	k99_16246 	 695
SRR9696284	k99_11812 	 695
SRR9696284	k99_19969 	 695
SRR9696284	k99_20246 	 693
SRR9696284	k99_14255 	 693
SRR9696284	k99_23251 	 692
SRR9696284	k99_21498 	 692
SRR9696284	k99_6183 	 691
SRR9696284	k99_23022 	 690
SRR9696284	k99_22033 	 690
SRR9696284	k99_22523 	 688
SRR9696284	k99_10469 	 688
SRR9696284	k99_20785 	 687
SRR9696284	k99_11707 	 686
SRR9696284	k99_22712 	 686
SRR9696284	k99_16640 	 685
SRR9696284	k99_13337 	 684
SRR9696284	k99_18375 	 683
SRR9696284	k99_13373 	 683
SRR9696284	k99_2955 	 682
SRR9696284	k99_11088 	 682
SRR9696284	k99_17807 	 682
SRR9696284	k99_10953 	 682
SRR9696284	k99_17895 	 679
SRR9696284	k99_14860 	 679
SRR9696284	k99_13115 	 679
SRR9696284	k99_20923 	 679
SRR9696284	k99_5817 	 678
SRR9696284	k99_20376 	 677
SRR9696284	k99_18664 	 677
SRR9696284	k99_15485 	 677
SRR9696284	k99_1316 	 677
SRR9696284	k99_1176 	 676
SRR9696284	k99_2494 	 675
SRR9696284	k99_1456 	 675
SRR9696284	k99_12251 	 675
SRR9696284	k99_9240 	 675
SRR9696284	k99_17270 	 675
SRR9696284	k99_6256 	 673
SRR9696284	k99_7207 	 673
SRR9696284	k99_2737 	 672
SRR9696284	k99_21607 	 672
SRR9696284	k99_11369 	 671
SRR9696284	k99_7252 	 671
SRR9696284	k99_3726 	 670
SRR9696284	k99_13262 	 668
SRR9696284	k99_8556 	 668
SRR9696284	k99_19784 	 668
SRR9696284	k99_10084 	 667
SRR9696284	k99_2054 	 667
SRR9696284	k99_12664 	 666
SRR9696284	k99_8176 	 666
SRR9696284	k99_10565 	 665
SRR9696284	k99_3851 	 665
SRR9696284	k99_15080 	 665
SRR9696284	k99_12138 	 664
SRR9696284	k99_22142 	 663
SRR9696284	k99_7916 	 661
SRR9696284	k99_16067 	 661
SRR9696284	k99_10094 	 661
SRR9696284	k99_13338 	 661
SRR9696284	k99_8142 	 660
SRR9696284	k99_15254 	 659
SRR9696284	k99_4662 	 659
SRR9696284	k99_15805 	 659
SRR9696284	k99_7462 	 659
SRR9696284	k99_17532 	 658
SRR9696284	k99_17400 	 658
SRR9696284	k99_16322 	 658
SRR9696284	k99_910 	 657
SRR9696284	k99_13528 	 656
SRR9696284	k99_17833 	 656
SRR9696284	k99_14183 	 656
SRR9696284	k99_18220 	 655
SRR9696284	k99_5831 	 655
SRR9696284	k99_10880 	 655
SRR9696284	k99_8688 	 655
SRR9696284	k99_21795 	 654
SRR9696284	k99_6973 	 654
SRR9696284	k99_7373 	 653
SRR9696284	k99_23238 	 652
SRR9696284	k99_6997 	 652
SRR9696284	k99_15840 	 652
SRR9696284	k99_1137 	 651
SRR9696284	k99_20049 	 650
SRR9696284	k99_17385 	 650
SRR9696284	k99_19998 	 649
SRR9696284	k99_7584 	 649
SRR9696284	k99_12285 	 649
SRR9696284	k99_5801 	 649
SRR9696284	k99_15306 	 648
SRR9696284	k99_1471 	 648
SRR9696284	k99_10156 	 647
SRR9696284	k99_12368 	 647
SRR9696284	k99_14011 	 647
SRR9696284	k99_19188 	 647
SRR9696284	k99_15411 	 646
SRR9696284	k99_21080 	 646
SRR9696284	k99_14019 	 646
SRR9696284	k99_13899 	 645
SRR9696284	k99_13926 	 645
SRR9696284	k99_10320 	 644
SRR9696284	k99_21111 	 644
SRR9696284	k99_18701 	 644
SRR9696284	k99_5688 	 643
SRR9696284	k99_10874 	 642
SRR9696284	k99_18556 	 641
SRR9696284	k99_6311 	 641
SRR9696284	k99_19495 	 640
SRR9696284	k99_14269 	 640
SRR9696284	k99_13203 	 640
SRR9696284	k99_15190 	 639
SRR9696284	k99_3259 	 639
SRR9696284	k99_556 	 639
SRR9696284	k99_15166 	 638
SRR9696284	k99_15902 	 638
SRR9696284	k99_17816 	 638
SRR9696284	k99_22905 	 637
SRR9696284	k99_3106 	 636
SRR9696284	k99_7084 	 636
SRR9696284	k99_16602 	 636
SRR9696284	k99_10536 	 636
SRR9696284	k99_3959 	 636
SRR9696284	k99_20492 	 635
SRR9696284	k99_16472 	 635
SRR9696284	k99_11352 	 635
SRR9696284	k99_2485 	 634
SRR9696284	k99_2579 	 634
SRR9696284	k99_7738 	 634
SRR9696284	k99_4993 	 633
SRR9696284	k99_18079 	 633
SRR9696284	k99_16132 	 633
SRR9696284	k99_4897 	 633
SRR9696284	k99_6340 	 633
SRR9696284	k99_2170 	 633
SRR9696284	k99_13400 	 633
SRR9696284	k99_12671 	 633
SRR9696284	k99_21176 	 632
SRR9696284	k99_10723 	 632
SRR9696284	k99_18962 	 631
SRR9696284	k99_13608 	 631
SRR9696284	k99_8694 	 631
SRR9696284	k99_826 	 630
SRR9696284	k99_19468 	 630
SRR9696284	k99_10728 	 629
SRR9696284	k99_7279 	 629
SRR9696284	k99_16795 	 628
SRR9696284	k99_21215 	 628
SRR9696284	k99_1989 	 628
SRR9696284	k99_13288 	 628
SRR9696284	k99_8646 	 628
SRR9696284	k99_12458 	 628
SRR9696284	k99_6881 	 627
SRR9696284	k99_17924 	 627
SRR9696284	k99_2091 	 626
SRR9696284	k99_6775 	 625
SRR9696284	k99_5743 	 625
SRR9696284	k99_14672 	 625
SRR9696284	k99_20717 	 625
SRR9696284	k99_14480 	 625
SRR9696284	k99_19459 	 624
SRR9696284	k99_10642 	 624
SRR9696284	k99_3691 	 624
SRR9696284	k99_16363 	 623
SRR9696284	k99_5483 	 623
SRR9696284	k99_9525 	 623
SRR9696284	k99_13311 	 623
SRR9696284	k99_13462 	 623
SRR9696284	k99_14286 	 623
SRR9696284	k99_23001 	 622
SRR9696284	k99_5834 	 622
SRR9696284	k99_5859 	 622
SRR9696284	k99_1726 	 621
SRR9696284	k99_5290 	 621
SRR9696284	k99_1381 	 621
SRR9696284	k99_1455 	 621
SRR9696284	k99_675 	 620
SRR9696284	k99_4887 	 620
SRR9696284	k99_9303 	 620
SRR9696284	k99_9797 	 620
SRR9696284	k99_14163 	 619
SRR9696284	k99_610 	 619
SRR9696284	k99_11079 	 619
SRR9696284	k99_23080 	 619
SRR9696284	k99_9267 	 618
SRR9696284	k99_5792 	 618
SRR9696284	k99_19944 	 618
SRR9696284	k99_16261 	 618
SRR9696284	k99_12271 	 617
SRR9696284	k99_4020 	 617
SRR9696284	k99_13677 	 617
SRR9696284	k99_7241 	 617
SRR9696284	k99_10555 	 617
SRR9696284	k99_7747 	 617
SRR9696284	k99_489 	 616
SRR9696284	k99_12939 	 616
SRR9696284	k99_20416 	 616
SRR9696284	k99_19286 	 615
SRR9696284	k99_21059 	 614
SRR9696284	k99_18594 	 614
SRR9696284	k99_11118 	 614
SRR9696284	k99_14973 	 613
SRR9696284	k99_10433 	 613
SRR9696284	k99_5265 	 613
SRR9696284	k99_18348 	 612
SRR9696284	k99_9710 	 612
SRR9696284	k99_22089 	 611
SRR9696284	k99_4367 	 610
SRR9696284	k99_2095 	 610
SRR9696284	k99_23212 	 610
SRR9696284	k99_6027 	 610
SRR9696284	k99_1229 	 609
SRR9696284	k99_1828 	 609
SRR9696284	k99_17029 	 609
SRR9696284	k99_7616 	 608
SRR9696284	k99_21668 	 608
SRR9696284	k99_11803 	 608
SRR9696284	k99_4120 	 608
SRR9696284	k99_5579 	 607
SRR9696284	k99_21347 	 607
SRR9696284	k99_11788 	 607
SRR9696284	k99_2488 	 607
SRR9696284	k99_14685 	 607
SRR9696284	k99_18615 	 606
SRR9696284	k99_8052 	 606
SRR9696284	k99_21032 	 606
SRR9696284	k99_18622 	 606
SRR9696284	k99_18657 	 606
SRR9696284	k99_3378 	 605
SRR9696284	k99_19237 	 605
SRR9696284	k99_14241 	 605
SRR9696284	k99_18107 	 605
SRR9696284	k99_14251 	 605
SRR9696284	k99_4555 	 604
SRR9696284	k99_6358 	 604
SRR9696284	k99_603 	 604
SRR9696284	k99_18898 	 604
SRR9696284	k99_16243 	 604
SRR9696284	k99_18590 	 603
SRR9696284	k99_12031 	 602
SRR9696284	k99_21862 	 602
SRR9696284	k99_5715 	 602
SRR9696284	k99_1444 	 601
SRR9696284	k99_4362 	 601
SRR9696284	k99_13306 	 601
SRR9696284	k99_11356 	 600
SRR9696284	k99_22688 	 600
SRR9696284	k99_20008 	 599
SRR9696284	k99_15574 	 599
SRR9696284	k99_5077 	 598
SRR9696284	k99_5124 	 598
SRR9696284	k99_2833 	 598
SRR9696284	k99_14305 	 597
SRR9696284	k99_9102 	 597
SRR9696284	k99_7179 	 596
SRR9696284	k99_20810 	 596
SRR9696284	k99_1937 	 596
SRR9696284	k99_12898 	 596
SRR9696284	k99_2321 	 596
SRR9696284	k99_8860 	 595
SRR9696284	k99_4714 	 595
SRR9696284	k99_5502 	 595
SRR9696284	k99_12183 	 595
SRR9696284	k99_281 	 595
SRR9696284	k99_13839 	 595
SRR9696284	k99_17190 	 595
SRR9696284	k99_22043 	 595
SRR9696284	k99_3891 	 594
SRR9696284	k99_3794 	 594
SRR9696284	k99_6132 	 594
SRR9696284	k99_22106 	 594
SRR9696284	k99_17865 	 593
SRR9696284	k99_22320 	 593
SRR9696284	k99_1610 	 592
SRR9696284	k99_6828 	 592
SRR9696284	k99_17016 	 592
SRR9696284	k99_11828 	 591
SRR9696284	k99_9211 	 591
SRR9696284	k99_14243 	 591
SRR9696284	k99_7961 	 590
SRR9696284	k99_23081 	 590
SRR9696284	k99_511 	 590
SRR9696284	k99_1823 	 590
SRR9696284	k99_13166 	 590
SRR9696284	k99_8068 	 590
SRR9696284	k99_4218 	 589
SRR9696284	k99_18758 	 589
SRR9696284	k99_595 	 589
SRR9696284	k99_22480 	 588
SRR9696284	k99_8222 	 588
SRR9696284	k99_16705 	 588
SRR9696284	k99_6752 	 588
SRR9696284	k99_903 	 587
SRR9696284	k99_19281 	 587
SRR9696284	k99_2679 	 587
SRR9696284	k99_12088 	 587
SRR9696284	k99_1314 	 587
SRR9696284	k99_19029 	 586
SRR9696284	k99_18912 	 586
SRR9696284	k99_14084 	 586
SRR9696284	k99_15948 	 586
SRR9696284	k99_13371 	 586
SRR9696284	k99_5198 	 586
SRR9696284	k99_1651 	 585
SRR9696284	k99_14473 	 585
SRR9696284	k99_23024 	 585
SRR9696284	k99_23214 	 585
SRR9696284	k99_8865 	 585
SRR9696284	k99_4298 	 585
SRR9696284	k99_16308 	 584
SRR9696284	k99_10633 	 584
SRR9696284	k99_2793 	 584
SRR9696284	k99_8416 	 584
SRR9696284	k99_17286 	 584
SRR9696284	k99_23018 	 583
SRR9696284	k99_15526 	 583
SRR9696284	k99_22671 	 583
SRR9696284	k99_7950 	 583
SRR9696284	k99_20273 	 583
SRR9696284	k99_10173 	 583
SRR9696284	k99_14983 	 583
SRR9696284	k99_20477 	 583
SRR9696284	k99_3792 	 582
SRR9696284	k99_974 	 582
SRR9696284	k99_8108 	 582
SRR9696284	k99_3462 	 582
SRR9696284	k99_23047 	 582
SRR9696284	k99_14694 	 582
SRR9696284	k99_21845 	 582
SRR9696284	k99_19185 	 581
SRR9696284	k99_5461 	 581
SRR9696284	k99_11473 	 581
SRR9696284	k99_602 	 581
SRR9696284	k99_1927 	 580
SRR9696284	k99_4013 	 580
SRR9696284	k99_3081 	 580
SRR9696284	k99_650 	 579
SRR9696284	k99_11281 	 579
SRR9696284	k99_9441 	 579
SRR9696284	k99_17360 	 579
SRR9696284	k99_22102 	 579
SRR9696284	k99_23055 	 578
SRR9696284	k99_13404 	 578
SRR9696284	k99_1706 	 578
SRR9696284	k99_15563 	 578
SRR9696284	k99_2204 	 577
SRR9696284	k99_5928 	 577
SRR9696284	k99_6200 	 577
SRR9696284	k99_1491 	 577
SRR9696284	k99_22316 	 577
SRR9696284	k99_9687 	 577
SRR9696284	k99_10944 	 576
SRR9696284	k99_21722 	 576
SRR9696284	k99_5465 	 576
SRR9696284	k99_937 	 576
SRR9696284	k99_20196 	 575
SRR9696284	k99_4016 	 575
SRR9696284	k99_14290 	 575
SRR9696284	k99_9174 	 575
SRR9696284	k99_18667 	 575
SRR9696284	k99_12250 	 575
SRR9696284	k99_20964 	 575
SRR9696284	k99_12361 	 574
SRR9696284	k99_16156 	 574
SRR9696284	k99_8281 	 574
SRR9696284	k99_5776 	 574
SRR9696284	k99_13763 	 573
SRR9696284	k99_3393 	 573
SRR9696284	k99_9587 	 573
SRR9696284	k99_4859 	 573
SRR9696284	k99_11607 	 573
SRR9696284	k99_2629 	 573
SRR9696284	k99_18803 	 573
SRR9696284	k99_14951 	 572
SRR9696284	k99_10423 	 572
SRR9696284	k99_7200 	 572
SRR9696284	k99_9076 	 572
SRR9696284	k99_20407 	 572
SRR9696284	k99_8705 	 571
SRR9696284	k99_8835 	 571
SRR9696284	k99_13459 	 571
SRR9696284	k99_3561 	 571
SRR9696284	k99_3871 	 571
SRR9696284	k99_10571 	 571
SRR9696284	k99_12769 	 570
SRR9696284	k99_20874 	 570
SRR9696284	k99_13153 	 570
SRR9696284	k99_6335 	 570
SRR9696284	k99_14425 	 570
SRR9696284	k99_17509 	 570
SRR9696284	k99_10779 	 569
SRR9696284	k99_19434 	 569
SRR9696284	k99_7689 	 569
SRR9696284	k99_3894 	 569
SRR9696284	k99_18084 	 568
SRR9696284	k99_13309 	 567
SRR9696284	k99_21916 	 567
SRR9696284	k99_12341 	 567
SRR9696284	k99_3170 	 567
SRR9696284	k99_18661 	 567
SRR9696284	k99_20616 	 566
SRR9696284	k99_12300 	 566
SRR9696284	k99_11583 	 566
SRR9696284	k99_9359 	 566
SRR9696284	k99_8763 	 566
SRR9696284	k99_13055 	 566
SRR9696284	k99_7010 	 566
SRR9696284	k99_11951 	 565
SRR9696284	k99_6157 	 565
SRR9696284	k99_21827 	 565
SRR9696284	k99_20587 	 565
SRR9696284	k99_17074 	 565
SRR9696284	k99_11017 	 565
SRR9696284	k99_12129 	 565
SRR9696284	k99_22509 	 564
SRR9696284	k99_18951 	 564
SRR9696284	k99_18471 	 564
SRR9696284	k99_15582 	 564
SRR9696284	k99_15103 	 563
SRR9696284	k99_14991 	 563
SRR9696284	k99_6930 	 563
SRR9696284	k99_14656 	 563
SRR9696284	k99_11764 	 563
SRR9696284	k99_10060 	 562
SRR9696284	k99_7896 	 562
SRR9696284	k99_7977 	 562
SRR9696284	k99_18843 	 561
SRR9696284	k99_20332 	 561
SRR9696284	k99_8443 	 561
SRR9696284	k99_14303 	 561
SRR9696284	k99_4306 	 561
SRR9696284	k99_4979 	 560
SRR9696284	k99_1769 	 560
SRR9696284	k99_21047 	 560
SRR9696284	k99_20383 	 560
SRR9696284	k99_11292 	 560
SRR9696284	k99_13290 	 559
SRR9696284	k99_16095 	 559
SRR9696284	k99_16187 	 559
SRR9696284	k99_8099 	 559
SRR9696284	k99_15160 	 559
SRR9696284	k99_13007 	 559
SRR9696284	k99_7140 	 559
SRR9696284	k99_10615 	 559
SRR9696284	k99_19920 	 559
SRR9696284	k99_7202 	 559
SRR9696284	k99_6837 	 559
