sample	contig	length
SRR6145060	k99_6691 	 4497
SRR6145060	k99_11165 	 4490
SRR6145060	k99_2792 	 4425
SRR6145060	k99_10423 	 4423
SRR6145060	k99_14233 	 4392
SRR6145060	k99_1726 	 4376
SRR6145060	k99_11701 	 4355
SRR6145060	k99_1761 	 4340
SRR6145060	k99_5693 	 4334
SRR6145060	k99_15539 	 4326
SRR6145060	k99_3503 	 4321
SRR6145060	k99_14987 	 4317
SRR6145060	k99_3799 	 4304
SRR6145060	k99_11464 	 4261
SRR6145060	k99_9519 	 4255
SRR6145060	k99_2060 	 4255
SRR6145060	k99_4437 	 4248
SRR6145060	k99_13522 	 4213
SRR6145060	k99_11289 	 4212
SRR6145060	k99_2921 	 4188
SRR6145060	k99_7876 	 4142
SRR6145060	k99_10106 	 4141
SRR6145060	k99_9241 	 4136
SRR6145060	k99_13625 	 4118
SRR6145060	k99_6833 	 4116
SRR6145060	k99_6007 	 4109
SRR6145060	k99_13207 	 4107
SRR6145060	k99_12813 	 4100
SRR6145060	k99_9693 	 4095
SRR6145060	k99_7828 	 4078
SRR6145060	k99_12008 	 4035
SRR6145060	k99_1724 	 4028
SRR6145060	k99_10330 	 3999
SRR6145060	k99_15313 	 3992
SRR6145060	k99_13080 	 3973
SRR6145060	k99_15769 	 3912
SRR6145060	k99_14835 	 3906
SRR6145060	k99_7154 	 3900
SRR6145060	k99_11510 	 3895
SRR6145060	k99_11010 	 3890
SRR6145060	k99_1360 	 3869
SRR6145060	k99_5476 	 3855
SRR6145060	k99_9777 	 3852
SRR6145060	k99_15360 	 3852
SRR6145060	k99_8077 	 3845
SRR6145060	k99_1606 	 3843
SRR6145060	k99_8064 	 3834
SRR6145060	k99_14841 	 3815
SRR6145060	k99_15449 	 3781
SRR6145060	k99_7849 	 3770
SRR6145060	k99_5524 	 3770
SRR6145060	k99_14939 	 3746
SRR6145060	k99_3560 	 3724
SRR6145060	k99_2324 	 3715
SRR6145060	k99_13126 	 3692
SRR6145060	k99_9477 	 3680
SRR6145060	k99_8278 	 3670
SRR6145060	k99_9217 	 3662
SRR6145060	k99_3009 	 3661
SRR6145060	k99_7661 	 3661
SRR6145060	k99_8918 	 3657
SRR6145060	k99_3678 	 3651
SRR6145060	k99_9395 	 3651
SRR6145060	k99_6047 	 3640
SRR6145060	k99_11198 	 3624
SRR6145060	k99_2480 	 3618
SRR6145060	k99_5210 	 3618
SRR6145060	k99_15783 	 3589
SRR6145060	k99_14619 	 3583
SRR6145060	k99_15408 	 3583
SRR6145060	k99_13129 	 3574
SRR6145060	k99_11400 	 3566
SRR6145060	k99_2315 	 3564
SRR6145060	k99_6906 	 3559
SRR6145060	k99_11338 	 3555
SRR6145060	k99_8852 	 3554
SRR6145060	k99_10204 	 3551
SRR6145060	k99_2103 	 3542
SRR6145060	k99_15089 	 3539
SRR6145060	k99_9421 	 3525
SRR6145060	k99_13082 	 3515
SRR6145060	k99_13697 	 3504
SRR6145060	k99_10922 	 3490
SRR6145060	k99_8929 	 3470
SRR6145060	k99_14185 	 3449
SRR6145060	k99_2057 	 3449
SRR6145060	k99_13407 	 3442
SRR6145060	k99_11816 	 3433
SRR6145060	k99_1546 	 3428
SRR6145060	k99_15192 	 3412
SRR6145060	k99_13416 	 3398
SRR6145060	k99_5021 	 3390
SRR6145060	k99_4649 	 3385
SRR6145060	k99_10936 	 3378
SRR6145060	k99_12494 	 3375
SRR6145060	k99_4143 	 3371
SRR6145060	k99_12293 	 3352
SRR6145060	k99_6214 	 3341
SRR6145060	k99_3853 	 3333
SRR6145060	k99_13054 	 3322
SRR6145060	k99_10926 	 3316
SRR6145060	k99_6887 	 3312
SRR6145060	k99_9419 	 3304
SRR6145060	k99_4403 	 3290
SRR6145060	k99_1407 	 3289
SRR6145060	k99_15787 	 3284
SRR6145060	k99_10648 	 3274
SRR6145060	k99_7141 	 3255
SRR6145060	k99_4691 	 3244
SRR6145060	k99_2689 	 3244
SRR6145060	k99_8713 	 3215
SRR6145060	k99_15747 	 3201
SRR6145060	k99_5972 	 3193
SRR6145060	k99_15767 	 3183
SRR6145060	k99_11852 	 3181
SRR6145060	k99_11346 	 3177
SRR6145060	k99_15691 	 3172
SRR6145060	k99_11610 	 3159
SRR6145060	k99_15823 	 3155
SRR6145060	k99_2165 	 3144
SRR6145060	k99_9873 	 3140
SRR6145060	k99_1346 	 3127
SRR6145060	k99_5516 	 3113
SRR6145060	k99_15608 	 3110
SRR6145060	k99_14983 	 3102
SRR6145060	k99_2408 	 3098
SRR6145060	k99_11398 	 3073
SRR6145060	k99_6377 	 3069
SRR6145060	k99_1816 	 3066
SRR6145060	k99_7111 	 3065
SRR6145060	k99_6116 	 3052
SRR6145060	k99_13555 	 3036
SRR6145060	k99_4244 	 3022
SRR6145060	k99_3519 	 3009
SRR6145060	k99_6166 	 3007
SRR6145060	k99_5496 	 3004
SRR6145060	k99_12766 	 2997
SRR6145060	k99_15295 	 2989
SRR6145060	k99_1518 	 2980
SRR6145060	k99_4072 	 2967
SRR6145060	k99_3217 	 2960
SRR6145060	k99_10541 	 2947
SRR6145060	k99_15401 	 2945
SRR6145060	k99_5338 	 2928
SRR6145060	k99_9711 	 2920
SRR6145060	k99_5820 	 2918
SRR6145060	k99_7345 	 2909
SRR6145060	k99_8060 	 2898
SRR6145060	k99_1883 	 2896
SRR6145060	k99_14064 	 2890
SRR6145060	k99_1165 	 2883
SRR6145060	k99_10703 	 2881
SRR6145060	k99_14661 	 2868
SRR6145060	k99_9005 	 2859
SRR6145060	k99_10453 	 2852
SRR6145060	k99_12353 	 2850
SRR6145060	k99_3795 	 2844
SRR6145060	k99_3621 	 2836
SRR6145060	k99_6332 	 2806
SRR6145060	k99_3752 	 2803
SRR6145060	k99_12910 	 2795
SRR6145060	k99_11203 	 2788
SRR6145060	k99_5813 	 2783
SRR6145060	k99_8266 	 2776
SRR6145060	k99_1763 	 2774
SRR6145060	k99_10724 	 2770
SRR6145060	k99_10966 	 2763
SRR6145060	k99_15761 	 2758
SRR6145060	k99_4110 	 2750
SRR6145060	k99_1499 	 2723
SRR6145060	k99_11530 	 2719
SRR6145060	k99_5997 	 2716
SRR6145060	k99_1654 	 2711
SRR6145060	k99_1922 	 2705
SRR6145060	k99_11457 	 2701
SRR6145060	k99_8123 	 2698
SRR6145060	k99_6070 	 2695
SRR6145060	k99_1502 	 2693
SRR6145060	k99_1321 	 2689
SRR6145060	k99_2832 	 2689
SRR6145060	k99_2537 	 2688
SRR6145060	k99_5688 	 2680
SRR6145060	k99_2298 	 2676
SRR6145060	k99_1488 	 2659
SRR6145060	k99_15629 	 2644
SRR6145060	k99_4612 	 2636
SRR6145060	k99_1200 	 2633
SRR6145060	k99_3112 	 2631
SRR6145060	k99_6253 	 2622
SRR6145060	k99_2397 	 2616
SRR6145060	k99_11481 	 2615
SRR6145060	k99_11054 	 2612
SRR6145060	k99_1718 	 2611
SRR6145060	k99_1088 	 2608
SRR6145060	k99_5072 	 2603
SRR6145060	k99_2082 	 2599
SRR6145060	k99_4026 	 2597
SRR6145060	k99_11578 	 2597
SRR6145060	k99_5086 	 2595
SRR6145060	k99_3526 	 2593
SRR6145060	k99_2715 	 2591
SRR6145060	k99_12321 	 2590
SRR6145060	k99_13950 	 2589
SRR6145060	k99_1980 	 2584
SRR6145060	k99_1189 	 2583
SRR6145060	k99_13586 	 2573
SRR6145060	k99_7396 	 2570
SRR6145060	k99_14747 	 2566
SRR6145060	k99_5648 	 2564
SRR6145060	k99_3941 	 2561
SRR6145060	k99_3497 	 2546
SRR6145060	k99_14471 	 2545
SRR6145060	k99_2322 	 2543
SRR6145060	k99_2122 	 2540
SRR6145060	k99_9216 	 2539
SRR6145060	k99_2253 	 2539
SRR6145060	k99_7319 	 2536
SRR6145060	k99_11315 	 2536
SRR6145060	k99_9003 	 2533
SRR6145060	k99_15440 	 2530
SRR6145060	k99_10049 	 2525
SRR6145060	k99_5808 	 2524
SRR6145060	k99_4680 	 2522
SRR6145060	k99_14142 	 2513
SRR6145060	k99_1889 	 2505
SRR6145060	k99_14252 	 2497
SRR6145060	k99_15143 	 2496
SRR6145060	k99_906 	 2496
SRR6145060	k99_3021 	 2496
SRR6145060	k99_7114 	 2495
SRR6145060	k99_3012 	 2490
SRR6145060	k99_11690 	 2482
SRR6145060	k99_2445 	 2482
SRR6145060	k99_6565 	 2478
SRR6145060	k99_7523 	 2475
SRR6145060	k99_4058 	 2468
SRR6145060	k99_9384 	 2451
SRR6145060	k99_15391 	 2447
SRR6145060	k99_14172 	 2445
SRR6145060	k99_15468 	 2441
SRR6145060	k99_5950 	 2436
SRR6145060	k99_3689 	 2427
SRR6145060	k99_15498 	 2426
SRR6145060	k99_13787 	 2422
SRR6145060	k99_13807 	 2413
SRR6145060	k99_15595 	 2398
SRR6145060	k99_4777 	 2398
SRR6145060	k99_9702 	 2392
SRR6145060	k99_7602 	 2383
SRR6145060	k99_9681 	 2379
SRR6145060	k99_3070 	 2377
SRR6145060	k99_14716 	 2366
SRR6145060	k99_2419 	 2358
SRR6145060	k99_4661 	 2354
SRR6145060	k99_3417 	 2352
SRR6145060	k99_8771 	 2350
SRR6145060	k99_2156 	 2345
SRR6145060	k99_10107 	 2342
SRR6145060	k99_9886 	 2337
SRR6145060	k99_5664 	 2335
SRR6145060	k99_4296 	 2328
SRR6145060	k99_12940 	 2327
SRR6145060	k99_13079 	 2314
SRR6145060	k99_12160 	 2310
SRR6145060	k99_7621 	 2310
SRR6145060	k99_15156 	 2298
SRR6145060	k99_12961 	 2296
SRR6145060	k99_11023 	 2285
SRR6145060	k99_3844 	 2284
SRR6145060	k99_15501 	 2276
SRR6145060	k99_11752 	 2273
SRR6145060	k99_8894 	 2270
SRR6145060	k99_14580 	 2262
SRR6145060	k99_7922 	 2251
SRR6145060	k99_10274 	 2250
SRR6145060	k99_12114 	 2249
SRR6145060	k99_15058 	 2248
SRR6145060	k99_4290 	 2238
SRR6145060	k99_4527 	 2237
SRR6145060	k99_15064 	 2235
SRR6145060	k99_2132 	 2221
SRR6145060	k99_4198 	 2221
SRR6145060	k99_13538 	 2218
SRR6145060	k99_9654 	 2218
SRR6145060	k99_7724 	 2205
SRR6145060	k99_13012 	 2193
SRR6145060	k99_2745 	 2189
SRR6145060	k99_9872 	 2183
SRR6145060	k99_11193 	 2179
SRR6145060	k99_12617 	 2176
SRR6145060	k99_8363 	 2176
SRR6145060	k99_15344 	 2176
SRR6145060	k99_3432 	 2174
SRR6145060	k99_12475 	 2170
SRR6145060	k99_2702 	 2163
SRR6145060	k99_5215 	 2161
SRR6145060	k99_9450 	 2161
SRR6145060	k99_3724 	 2152
SRR6145060	k99_1020 	 2150
SRR6145060	k99_4036 	 2148
SRR6145060	k99_1099 	 2146
SRR6145060	k99_947 	 2146
SRR6145060	k99_1182 	 2141
SRR6145060	k99_15575 	 2133
SRR6145060	k99_9647 	 2131
SRR6145060	k99_1704 	 2127
SRR6145060	k99_2231 	 2123
SRR6145060	k99_907 	 2123
SRR6145060	k99_9190 	 2110
SRR6145060	k99_15368 	 2106
SRR6145060	k99_4104 	 2104
SRR6145060	k99_3893 	 2103
SRR6145060	k99_13868 	 2097
SRR6145060	k99_14525 	 2095
SRR6145060	k99_784 	 2087
SRR6145060	k99_13800 	 2076
SRR6145060	k99_12199 	 2073
SRR6145060	k99_13580 	 2068
SRR6145060	k99_2637 	 2061
SRR6145060	k99_14080 	 2061
SRR6145060	k99_14342 	 2053
SRR6145060	k99_13029 	 2048
SRR6145060	k99_6980 	 2037
SRR6145060	k99_13196 	 2035
SRR6145060	k99_1948 	 2032
SRR6145060	k99_7757 	 2030
SRR6145060	k99_11985 	 2029
SRR6145060	k99_14885 	 2029
SRR6145060	k99_904 	 2023
SRR6145060	k99_14081 	 2017
SRR6145060	k99_9667 	 2009
SRR6145060	k99_644 	 2009
SRR6145060	k99_5263 	 1999
SRR6145060	k99_11776 	 1997
SRR6145060	k99_4882 	 1993
SRR6145060	k99_5833 	 1991
SRR6145060	k99_8690 	 1991
SRR6145060	k99_10202 	 1988
SRR6145060	k99_13266 	 1980
SRR6145060	k99_15073 	 1980
SRR6145060	k99_10727 	 1970
SRR6145060	k99_14629 	 1969
SRR6145060	k99_12123 	 1964
SRR6145060	k99_13799 	 1952
SRR6145060	k99_1545 	 1950
SRR6145060	k99_1008 	 1941
SRR6145060	k99_1775 	 1939
SRR6145060	k99_11630 	 1930
SRR6145060	k99_1387 	 1927
SRR6145060	k99_4620 	 1922
SRR6145060	k99_15146 	 1912
SRR6145060	k99_8349 	 1910
SRR6145060	k99_916 	 1910
SRR6145060	k99_8131 	 1902
SRR6145060	k99_15813 	 1900
SRR6145060	k99_7180 	 1895
SRR6145060	k99_2779 	 1893
SRR6145060	k99_9701 	 1889
SRR6145060	k99_624 	 1889
SRR6145060	k99_7148 	 1885
SRR6145060	k99_6034 	 1885
SRR6145060	k99_2428 	 1884
SRR6145060	k99_3535 	 1881
SRR6145060	k99_14833 	 1878
SRR6145060	k99_11107 	 1873
SRR6145060	k99_12003 	 1869
SRR6145060	k99_2596 	 1868
SRR6145060	k99_5786 	 1865
SRR6145060	k99_3557 	 1859
SRR6145060	k99_6269 	 1858
SRR6145060	k99_14682 	 1854
SRR6145060	k99_696 	 1850
SRR6145060	k99_4731 	 1845
SRR6145060	k99_14400 	 1844
SRR6145060	k99_14803 	 1837
SRR6145060	k99_3204 	 1837
SRR6145060	k99_10066 	 1836
SRR6145060	k99_2175 	 1836
SRR6145060	k99_5831 	 1834
SRR6145060	k99_4387 	 1832
SRR6145060	k99_14448 	 1831
SRR6145060	k99_9770 	 1825
SRR6145060	k99_4686 	 1822
SRR6145060	k99_5036 	 1818
SRR6145060	k99_14897 	 1818
SRR6145060	k99_11470 	 1816
SRR6145060	k99_13138 	 1815
SRR6145060	k99_7726 	 1814
SRR6145060	k99_4518 	 1809
SRR6145060	k99_8962 	 1805
SRR6145060	k99_4475 	 1800
SRR6145060	k99_11170 	 1788
SRR6145060	k99_13796 	 1787
SRR6145060	k99_12206 	 1786
SRR6145060	k99_9876 	 1781
SRR6145060	k99_14570 	 1777
SRR6145060	k99_5253 	 1777
SRR6145060	k99_1089 	 1773
SRR6145060	k99_9269 	 1772
SRR6145060	k99_2888 	 1769
SRR6145060	k99_11118 	 1761
SRR6145060	k99_4048 	 1753
SRR6145060	k99_15733 	 1750
SRR6145060	k99_1495 	 1745
SRR6145060	k99_3550 	 1744
SRR6145060	k99_8849 	 1741
SRR6145060	k99_2451 	 1741
SRR6145060	k99_8067 	 1741
SRR6145060	k99_14339 	 1741
SRR6145060	k99_7897 	 1741
SRR6145060	k99_1806 	 1740
SRR6145060	k99_11841 	 1730
SRR6145060	k99_7492 	 1727
SRR6145060	k99_856 	 1719
SRR6145060	k99_7683 	 1717
SRR6145060	k99_1531 	 1717
SRR6145060	k99_2700 	 1714
SRR6145060	k99_8031 	 1713
SRR6145060	k99_1695 	 1711
SRR6145060	k99_10534 	 1711
SRR6145060	k99_10762 	 1709
SRR6145060	k99_9784 	 1705
SRR6145060	k99_7606 	 1703
SRR6145060	k99_1244 	 1701
SRR6145060	k99_13155 	 1698
SRR6145060	k99_1476 	 1693
SRR6145060	k99_8787 	 1692
SRR6145060	k99_1113 	 1691
SRR6145060	k99_5260 	 1690
SRR6145060	k99_7565 	 1679
SRR6145060	k99_12038 	 1678
SRR6145060	k99_601 	 1677
SRR6145060	k99_10743 	 1671
SRR6145060	k99_13908 	 1670
SRR6145060	k99_13253 	 1667
SRR6145060	k99_3761 	 1667
SRR6145060	k99_13182 	 1665
SRR6145060	k99_11319 	 1664
SRR6145060	k99_4835 	 1663
SRR6145060	k99_6733 	 1659
SRR6145060	k99_12563 	 1659
SRR6145060	k99_9975 	 1653
SRR6145060	k99_11888 	 1652
SRR6145060	k99_2993 	 1651
SRR6145060	k99_14227 	 1648
SRR6145060	k99_10246 	 1647
SRR6145060	k99_12945 	 1646
SRR6145060	k99_1009 	 1640
SRR6145060	k99_13309 	 1639
SRR6145060	k99_9683 	 1632
SRR6145060	k99_13476 	 1632
SRR6145060	k99_12633 	 1631
SRR6145060	k99_10111 	 1629
SRR6145060	k99_3057 	 1628
SRR6145060	k99_6087 	 1626
SRR6145060	k99_614 	 1620
SRR6145060	k99_15651 	 1618
SRR6145060	k99_2981 	 1613
SRR6145060	k99_6193 	 1612
SRR6145060	k99_14993 	 1609
SRR6145060	k99_14194 	 1608
SRR6145060	k99_6480 	 1602
SRR6145060	k99_11422 	 1598
SRR6145060	k99_14826 	 1598
SRR6145060	k99_5394 	 1597
SRR6145060	k99_14056 	 1597
SRR6145060	k99_14702 	 1597
SRR6145060	k99_9376 	 1593
SRR6145060	k99_6542 	 1592
SRR6145060	k99_6970 	 1590
SRR6145060	k99_12821 	 1588
SRR6145060	k99_11480 	 1587
SRR6145060	k99_14804 	 1584
SRR6145060	k99_8452 	 1584
SRR6145060	k99_15696 	 1583
SRR6145060	k99_7133 	 1577
SRR6145060	k99_5954 	 1574
SRR6145060	k99_3713 	 1568
SRR6145060	k99_14750 	 1565
SRR6145060	k99_6909 	 1563
SRR6145060	k99_5761 	 1563
SRR6145060	k99_15518 	 1563
SRR6145060	k99_8979 	 1563
SRR6145060	k99_11886 	 1560
SRR6145060	k99_8148 	 1559
SRR6145060	k99_8468 	 1559
SRR6145060	k99_13139 	 1558
SRR6145060	k99_8367 	 1557
SRR6145060	k99_13276 	 1555
SRR6145060	k99_3197 	 1547
SRR6145060	k99_10384 	 1547
SRR6145060	k99_11263 	 1547
SRR6145060	k99_8425 	 1547
SRR6145060	k99_5315 	 1545
SRR6145060	k99_9266 	 1544
SRR6145060	k99_15454 	 1544
SRR6145060	k99_8709 	 1543
SRR6145060	k99_11812 	 1540
SRR6145060	k99_15220 	 1530
SRR6145060	k99_11217 	 1528
SRR6145060	k99_571 	 1528
SRR6145060	k99_13310 	 1522
SRR6145060	k99_13969 	 1520
SRR6145060	k99_10163 	 1516
SRR6145060	k99_15434 	 1514
SRR6145060	k99_11745 	 1513
SRR6145060	k99_7502 	 1513
SRR6145060	k99_13383 	 1512
SRR6145060	k99_11839 	 1509
SRR6145060	k99_8469 	 1508
SRR6145060	k99_12733 	 1508
SRR6145060	k99_13133 	 1505
SRR6145060	k99_14555 	 1505
SRR6145060	k99_8048 	 1504
SRR6145060	k99_14797 	 1496
SRR6145060	k99_3268 	 1493
SRR6145060	k99_5777 	 1492
SRR6145060	k99_1033 	 1488
SRR6145060	k99_5549 	 1481
SRR6145060	k99_6572 	 1480
SRR6145060	k99_13061 	 1479
SRR6145060	k99_1571 	 1479
SRR6145060	k99_6614 	 1475
SRR6145060	k99_5281 	 1467
SRR6145060	k99_7927 	 1467
SRR6145060	k99_15023 	 1465
SRR6145060	k99_8638 	 1465
SRR6145060	k99_13746 	 1463
SRR6145060	k99_6945 	 1457
SRR6145060	k99_3998 	 1454
SRR6145060	k99_10622 	 1454
SRR6145060	k99_15824 	 1450
SRR6145060	k99_14484 	 1450
SRR6145060	k99_8163 	 1446
SRR6145060	k99_15591 	 1441
SRR6145060	k99_6442 	 1439
SRR6145060	k99_3139 	 1438
SRR6145060	k99_11423 	 1437
SRR6145060	k99_442 	 1436
SRR6145060	k99_3103 	 1436
SRR6145060	k99_1649 	 1435
SRR6145060	k99_13465 	 1435
SRR6145060	k99_13585 	 1433
SRR6145060	k99_7671 	 1433
SRR6145060	k99_15240 	 1431
SRR6145060	k99_13957 	 1431
SRR6145060	k99_3644 	 1420
SRR6145060	k99_8846 	 1417
SRR6145060	k99_6435 	 1411
SRR6145060	k99_6260 	 1410
SRR6145060	k99_11942 	 1406
SRR6145060	k99_10758 	 1405
SRR6145060	k99_13393 	 1401
SRR6145060	k99_7467 	 1401
SRR6145060	k99_12257 	 1394
SRR6145060	k99_2281 	 1394
SRR6145060	k99_11805 	 1392
SRR6145060	k99_10775 	 1391
SRR6145060	k99_14887 	 1391
SRR6145060	k99_5681 	 1390
SRR6145060	k99_6853 	 1390
SRR6145060	k99_622 	 1387
SRR6145060	k99_3110 	 1387
SRR6145060	k99_15684 	 1386
SRR6145060	k99_7759 	 1386
SRR6145060	k99_9176 	 1383
SRR6145060	k99_4242 	 1381
SRR6145060	k99_12336 	 1381
SRR6145060	k99_9544 	 1380
SRR6145060	k99_14599 	 1380
SRR6145060	k99_14924 	 1380
SRR6145060	k99_2437 	 1376
SRR6145060	k99_11212 	 1376
SRR6145060	k99_7513 	 1375
SRR6145060	k99_15577 	 1374
SRR6145060	k99_8567 	 1374
SRR6145060	k99_3571 	 1371
SRR6145060	k99_14454 	 1370
SRR6145060	k99_8613 	 1369
SRR6145060	k99_3926 	 1369
SRR6145060	k99_4925 	 1366
SRR6145060	k99_14046 	 1364
SRR6145060	k99_2784 	 1360
SRR6145060	k99_11439 	 1359
SRR6145060	k99_5958 	 1357
SRR6145060	k99_6658 	 1354
SRR6145060	k99_8867 	 1352
SRR6145060	k99_6821 	 1351
SRR6145060	k99_4117 	 1351
SRR6145060	k99_4115 	 1350
SRR6145060	k99_8672 	 1346
SRR6145060	k99_7987 	 1341
SRR6145060	k99_3290 	 1340
SRR6145060	k99_1273 	 1340
SRR6145060	k99_1874 	 1339
SRR6145060	k99_12831 	 1333
SRR6145060	k99_10675 	 1333
SRR6145060	k99_14782 	 1329
SRR6145060	k99_15821 	 1329
SRR6145060	k99_14727 	 1326
SRR6145060	k99_7496 	 1325
SRR6145060	k99_11878 	 1324
SRR6145060	k99_980 	 1323
SRR6145060	k99_7101 	 1320
SRR6145060	k99_3835 	 1320
SRR6145060	k99_4563 	 1319
SRR6145060	k99_2764 	 1319
SRR6145060	k99_9691 	 1315
SRR6145060	k99_762 	 1315
SRR6145060	k99_15046 	 1315
SRR6145060	k99_7503 	 1314
SRR6145060	k99_5494 	 1311
SRR6145060	k99_13116 	 1308
SRR6145060	k99_3712 	 1307
SRR6145060	k99_12856 	 1306
SRR6145060	k99_15834 	 1306
SRR6145060	k99_15098 	 1300
SRR6145060	k99_6605 	 1299
SRR6145060	k99_2164 	 1299
SRR6145060	k99_495 	 1298
SRR6145060	k99_8366 	 1298
SRR6145060	k99_8391 	 1296
SRR6145060	k99_12887 	 1295
SRR6145060	k99_2940 	 1295
SRR6145060	k99_2992 	 1294
SRR6145060	k99_5871 	 1294
SRR6145060	k99_8070 	 1293
SRR6145060	k99_2238 	 1292
SRR6145060	k99_8992 	 1291
SRR6145060	k99_2621 	 1290
SRR6145060	k99_12200 	 1287
SRR6145060	k99_7899 	 1286
SRR6145060	k99_10368 	 1286
SRR6145060	k99_12487 	 1284
SRR6145060	k99_15299 	 1284
SRR6145060	k99_1673 	 1281
SRR6145060	k99_7099 	 1281
SRR6145060	k99_2976 	 1279
SRR6145060	k99_3896 	 1279
SRR6145060	k99_5190 	 1279
SRR6145060	k99_13360 	 1276
